,CRSArrTime,DayOfWeek,DayofMonth,Dest,DestUTC,Distance,FlightDate,FltTime,Marketing_Airline_Network,Month,OrgUTC,Origin,Quarter,Tail_Number,TaxiIn,TaxiOut,WheelsOff,WheelsOn,Year,fltID
137,1345.0,1.0,24.0,LGA,2020-02-24 17:37:00+00:00,1020.0,2020-02-24,0 days 02:33:00,DL,2.0,2020-02-24 15:04:00+00:00,MSP,1.0,N385DZ,7.0,15.0,1019.0,1330.0,2020.0,69825.0
182,1433.0,6.0,29.0,DTW,2020-02-29 18:02:00+00:00,502.0,2020-02-29,0 days 01:35:00,DL,2.0,2020-02-29 16:27:00+00:00,LGA,1.0,N345NW,6.0,12.0,1239.0,1356.0,2020.0,90471.0
183,1910.0,6.0,29.0,DTW,2020-02-29 23:42:00+00:00,502.0,2020-02-29,0 days 01:39:00,DL,2.0,2020-02-29 22:03:00+00:00,LGA,1.0,N993AT,8.0,13.0,1816.0,1934.0,2020.0,92022.0
4,1022.0,7.0,2.0,LGA,2020-02-02 14:06:00+00:00,502.0,2020-02-02,0 days 01:33:00,DL,2.0,2020-02-02 12:33:00+00:00,DTW,1.0,N375NC,5.0,16.0,849.0,1001.0,2020.0,50721.0
10,1033.0,1.0,3.0,LGA,2020-02-03 13:57:00+00:00,502.0,2020-02-03,0 days 01:28:00,DL,2.0,2020-02-03 12:29:00+00:00,DTW,1.0,N338NB,7.0,10.0,839.0,950.0,2020.0,53034.0
133,1627.0,6.0,29.0,MIA,2020-02-29 19:59:00+00:00,1096.0,2020-02-29,0 days 02:53:00,DL,2.0,2020-02-29 17:06:00+00:00,LGA,1.0,N309US,8.0,15.0,1321.0,1551.0,2020.0,91220.0
134,1930.0,6.0,29.0,MIA,2020-02-29 23:05:00+00:00,1096.0,2020-02-29,0 days 02:56:00,DL,2.0,2020-02-29 20:09:00+00:00,LGA,1.0,N385DZ,11.0,16.0,1625.0,1854.0,2020.0,90958.0
0,959.0,6.0,1.0,LGA,2020-02-01 13:31:00+00:00,1096.0,2020-02-01,0 days 02:42:00,DL,2.0,2020-02-01 10:49:00+00:00,MIA,1.0,N348DN,3.0,22.0,711.0,928.0,2020.0,49296.0
4,2245.0,6.0,1.0,LGA,2020-02-02 02:24:00+00:00,1096.0,2020-02-01,0 days 02:32:00,DL,2.0,2020-02-01 23:52:00+00:00,MIA,1.0,N382DN,6.0,15.0,2007.0,2218.0,2020.0,49155.0
131,1420.0,6.0,29.0,FLL,2020-02-29 17:56:00+00:00,1076.0,2020-02-29,0 days 02:53:00,DL,2.0,2020-02-29 15:03:00+00:00,LGA,1.0,N390DN,7.0,17.0,1120.0,1349.0,2020.0,90611.0
132,1928.0,6.0,29.0,FLL,2020-02-29 22:49:00+00:00,1076.0,2020-02-29,0 days 02:39:00,DL,2.0,2020-02-29 20:10:00+00:00,LGA,1.0,N358NW,5.0,13.0,1623.0,1844.0,2020.0,91850.0
0,953.0,6.0,1.0,LGA,2020-02-01 13:27:00+00:00,1076.0,2020-02-01,0 days 02:33:00,DL,2.0,2020-02-01 10:54:00+00:00,FLL,1.0,N363NW,5.0,12.0,706.0,922.0,2020.0,49595.0
3,2247.0,6.0,1.0,LGA,2020-02-02 02:24:00+00:00,1076.0,2020-02-01,0 days 02:34:00,DL,2.0,2020-02-01 23:50:00+00:00,FLL,1.0,N393DN,12.0,11.0,2001.0,2212.0,2020.0,49582.0
109,1511.0,6.0,29.0,PBI,2020-02-29 18:48:00+00:00,1035.0,2020-02-29,0 days 02:43:00,DL,2.0,2020-02-29 16:05:00+00:00,LGA,1.0,N377DN,6.0,17.0,1222.0,1442.0,2020.0,90525.0
110,1907.0,6.0,29.0,PBI,2020-02-29 22:34:00+00:00,1035.0,2020-02-29,0 days 02:34:00,DL,2.0,2020-02-29 20:00:00+00:00,LGA,1.0,N301DV,4.0,9.0,1609.0,1830.0,2020.0,92047.0
0,1031.0,6.0,1.0,LGA,2020-02-01 14:22:00+00:00,1035.0,2020-02-01,0 days 02:41:00,DL,2.0,2020-02-01 11:41:00+00:00,PBI,1.0,N330DX,7.0,10.0,751.0,1015.0,2020.0,49473.0
54,2249.0,5.0,14.0,LGA,2020-02-15 02:27:00+00:00,1035.0,2020-02-14,0 days 02:29:00,DL,2.0,2020-02-14 23:58:00+00:00,PBI,1.0,N307DX,6.0,14.0,2012.0,2221.0,2020.0,113178.0
150,1309.0,6.0,29.0,SEA,2020-02-29 20:05:00+00:00,1399.0,2020-02-29,0 days 03:45:00,DL,2.0,2020-02-29 16:20:00+00:00,MSP,1.0,N899DN,13.0,11.0,1131.0,1252.0,2020.0,91147.0
151,1620.0,6.0,29.0,SEA,2020-02-29 23:06:00+00:00,1399.0,2020-02-29,0 days 03:34:00,DL,2.0,2020-02-29 19:32:00+00:00,MSP,1.0,N838DN,9.0,11.0,1443.0,1557.0,2020.0,90891.0
152,1952.0,6.0,29.0,SEA,2020-03-01 02:47:00+00:00,1399.0,2020-02-29,0 days 03:45:00,DL,2.0,2020-02-29 23:02:00+00:00,MSP,1.0,N680DA,11.0,12.0,1814.0,1936.0,2020.0,92176.0
0,534.0,6.0,1.0,MSP,2020-02-01 10:21:00+00:00,1399.0,2020-02-01,0 days 01:55:00,DL,2.0,2020-02-01 08:26:00+00:00,SEA,1.0,N811DZ,4.0,13.0,39.0,517.0,2020.0,49524.0
1,1214.0,6.0,1.0,MSP,2020-02-01 17:04:00+00:00,1399.0,2020-02-01,0 days 03:10:00,DL,2.0,2020-02-01 13:54:00+00:00,SEA,1.0,N540US,5.0,18.0,712.0,1159.0,2020.0,48667.0
10,1317.0,1.0,3.0,MSP,2020-02-03 17:58:00+00:00,1399.0,2020-02-03,0 days 03:10:00,DL,2.0,2020-02-03 14:48:00+00:00,SEA,1.0,N545US,4.0,20.0,808.0,1254.0,2020.0,53978.0
206,2329.0,6.0,29.0,DTW,2020-03-01 03:21:00+00:00,528.0,2020-02-29,0 days 01:19:00,DL,2.0,2020-03-01 02:02:00+00:00,MSP,1.0,N324DX,6.0,9.0,2111.0,2315.0,2020.0,92175.0
0,936.0,6.0,1.0,MSP,2020-02-01 14:28:00+00:00,528.0,2020-02-01,0 days 01:58:00,DL,2.0,2020-02-01 12:30:00+00:00,DTW,1.0,N910DU,9.0,27.0,857.0,919.0,2020.0,48232.0
10,939.0,1.0,3.0,MSP,2020-02-03 14:30:00+00:00,528.0,2020-02-03,0 days 02:06:00,DL,2.0,2020-02-03 12:24:00+00:00,DTW,1.0,N861DN,5.0,36.0,900.0,925.0,2020.0,52413.0
43,1045.0,5.0,7.0,MSP,2020-02-07 15:16:00+00:00,528.0,2020-02-07,0 days 01:42:00,DL,2.0,2020-02-07 13:34:00+00:00,DTW,1.0,N848DN,4.0,19.0,953.0,1012.0,2020.0,93154.0
158,939.0,7.0,23.0,MSP,2020-02-23 14:06:00+00:00,528.0,2020-02-23,0 days 01:45:00,DL,2.0,2020-02-23 12:21:00+00:00,DTW,1.0,N829DN,6.0,15.0,836.0,900.0,2020.0,66082.0
167,1045.0,1.0,24.0,MSP,2020-02-24 15:14:00+00:00,528.0,2020-02-24,0 days 01:40:00,DL,2.0,2020-02-24 13:34:00+00:00,DTW,1.0,N901DN,4.0,14.0,948.0,1010.0,2020.0,69624.0
77,1751.0,6.0,29.0,MIA,2020-02-29 21:37:00+00:00,1501.0,2020-02-29,0 days 03:35:00,DL,2.0,2020-02-29 18:02:00+00:00,MSP,1.0,N325NB,12.0,17.0,1319.0,1725.0,2020.0,91874.0
78,2227.0,6.0,29.0,MIA,2020-03-01 01:59:00+00:00,1501.0,2020-02-29,0 days 03:15:00,DL,2.0,2020-02-29 22:44:00+00:00,MSP,1.0,N301NB,7.0,16.0,1800.0,2152.0,2020.0,92110.0
0,1037.0,6.0,1.0,MSP,2020-02-01 15:22:00+00:00,1501.0,2020-02-01,0 days 03:42:00,DL,2.0,2020-02-01 11:40:00+00:00,MIA,1.0,N326NB,3.0,15.0,755.0,1019.0,2020.0,48283.0
9,1705.0,2.0,4.0,MSP,2020-02-04 21:43:00+00:00,1501.0,2020-02-04,0 days 03:35:00,DL,2.0,2020-02-04 18:08:00+00:00,MIA,1.0,N368NB,3.0,14.0,1422.0,1640.0,2020.0,72029.0
122,1134.0,6.0,29.0,SFO,2020-02-29 18:22:00+00:00,1589.0,2020-02-29,0 days 04:16:00,DL,2.0,2020-02-29 14:06:00+00:00,MSP,1.0,N892DN,7.0,27.0,933.0,1115.0,2020.0,90810.0
123,1406.0,6.0,29.0,SFO,2020-02-29 20:57:00+00:00,1589.0,2020-02-29,0 days 03:55:00,DL,2.0,2020-02-29 17:02:00+00:00,MSP,1.0,N910DU,6.0,9.0,1211.0,1351.0,2020.0,90631.0
124,2030.0,6.0,29.0,SFO,2020-03-01 03:19:00+00:00,1589.0,2020-02-29,0 days 04:18:00,DL,2.0,2020-02-29 23:01:00+00:00,MSP,1.0,N887DN,8.0,16.0,1817.0,2011.0,2020.0,91020.0
0,1140.0,6.0,1.0,MSP,2020-02-01 16:26:00+00:00,1589.0,2020-02-01,0 days 03:33:00,DL,2.0,2020-02-01 12:53:00+00:00,SFO,1.0,N908DN,5.0,18.0,611.0,1121.0,2020.0,49049.0
1,1436.0,6.0,1.0,MSP,2020-02-01 19:13:00+00:00,1589.0,2020-02-01,0 days 03:25:00,DL,2.0,2020-02-01 15:48:00+00:00,SFO,1.0,N810DN,3.0,16.0,904.0,1410.0,2020.0,48219.0
8,1631.0,1.0,3.0,MSP,2020-02-03 20:51:00+00:00,1589.0,2020-02-03,0 days 03:13:00,DL,2.0,2020-02-03 17:38:00+00:00,SFO,1.0,N818DA,4.0,12.0,1050.0,1547.0,2020.0,53648.0
70,1955.0,6.0,29.0,SNA,2020-03-01 02:39:00+00:00,1522.0,2020-02-29,0 days 03:54:00,DL,2.0,2020-02-29 22:45:00+00:00,MSP,1.0,N302NB,5.0,13.0,1758.0,1934.0,2020.0,91249.0
0,1220.0,6.0,1.0,MSP,2020-02-01 17:22:00+00:00,1522.0,2020-02-01,0 days 03:42:00,DL,2.0,2020-02-01 13:40:00+00:00,SNA,1.0,N327NB,3.0,21.0,701.0,1219.0,2020.0,48267.0
1,1406.0,6.0,1.0,MSP,2020-02-01 19:12:00+00:00,1522.0,2020-02-01,0 days 03:42:00,DL,2.0,2020-02-01 15:30:00+00:00,SNA,1.0,N317NB,4.0,13.0,843.0,1408.0,2020.0,49079.0
107,1658.0,6.0,29.0,DTW,2020-02-29 20:57:00+00:00,1927.0,2020-02-29,0 days 04:08:00,DL,2.0,2020-02-29 16:49:00+00:00,SEA,1.0,N836DN,7.0,32.0,1021.0,1650.0,2020.0,90877.0
108,1932.0,6.0,29.0,DTW,2020-02-29 23:13:00+00:00,1927.0,2020-02-29,0 days 03:55:00,DL,2.0,2020-02-29 19:18:00+00:00,SEA,1.0,N585NW,10.0,14.0,1232.0,1903.0,2020.0,91557.0
0,1040.0,6.0,1.0,SEA,2020-02-01 17:58:00+00:00,1927.0,2020-02-01,0 days 05:33:00,DL,2.0,2020-02-01 12:25:00+00:00,DTW,1.0,N596NW,10.0,30.0,855.0,1048.0,2020.0,48116.0
1,1438.0,6.0,1.0,SEA,2020-02-01 22:01:00+00:00,1927.0,2020-02-01,0 days 05:27:00,DL,2.0,2020-02-01 16:34:00+00:00,DTW,1.0,N928DU,8.0,35.0,1309.0,1453.0,2020.0,49458.0
155,1143.0,6.0,29.0,SFO,2020-02-29 19:17:00+00:00,679.0,2020-02-29,0 days 02:15:00,DL,2.0,2020-02-29 17:02:00+00:00,SEA,1.0,N120DU,4.0,29.0,1031.0,1213.0,2020.0,91765.0
156,1559.0,6.0,29.0,SFO,2020-02-29 22:45:00+00:00,679.0,2020-02-29,0 days 02:00:00,DL,2.0,2020-02-29 20:45:00+00:00,SEA,1.0,N122DU,8.0,13.0,1358.0,1537.0,2020.0,91428.0
157,1944.0,6.0,29.0,SFO,2020-03-01 02:27:00+00:00,679.0,2020-02-29,0 days 02:06:00,DL,2.0,2020-03-01 00:21:00+00:00,SEA,1.0,N127DU,6.0,17.0,1738.0,1921.0,2020.0,91290.0
0,837.0,6.0,1.0,SEA,2020-02-01 15:07:00+00:00,679.0,2020-02-01,0 days 01:53:00,DL,2.0,2020-02-01 13:14:00+00:00,SFO,1.0,N122DU,5.0,13.0,627.0,802.0,2020.0,49677.0
1,1256.0,6.0,1.0,SEA,2020-02-01 19:36:00+00:00,679.0,2020-02-01,0 days 02:07:00,DL,2.0,2020-02-01 17:29:00+00:00,SFO,1.0,N124DU,11.0,19.0,1048.0,1225.0,2020.0,49540.0
34,1258.0,5.0,7.0,SEA,2020-02-08 00:10:00+00:00,679.0,2020-02-07,0 days 01:55:00,DL,2.0,2020-02-07 22:15:00+00:00,SFO,1.0,N108DQ,7.0,10.0,1525.0,1703.0,2020.0,94132.0
95,1045.0,6.0,29.0,SNA,2020-02-29 17:21:00+00:00,978.0,2020-02-29,0 days 02:40:00,DL,2.0,2020-02-29 14:41:00+00:00,SEA,1.0,N622CZ,8.0,14.0,755.0,1013.0,2020.0,126568.0
96,1816.0,6.0,29.0,SNA,2020-03-01 00:49:00+00:00,978.0,2020-02-29,0 days 02:33:00,DL,2.0,2020-02-29 22:16:00+00:00,SEA,1.0,N630CZ,5.0,12.0,1528.0,1744.0,2020.0,126561.0
0,1017.0,6.0,1.0,SEA,2020-02-01 17:15:00+00:00,978.0,2020-02-01,0 days 02:58:00,DL,2.0,2020-02-01 14:17:00+00:00,SNA,1.0,N610CZ,22.0,10.0,727.0,953.0,2020.0,123456.0
9,1805.0,2.0,4.0,SEA,2020-02-05 02:11:00+00:00,978.0,2020-02-04,0 days 03:27:00,DL,2.0,2020-02-04 22:44:00+00:00,SNA,1.0,N609CZ,7.0,28.0,1612.0,1904.0,2020.0,123747.0
59,1524.0,6.0,29.0,MIA,2020-02-29 20:08:00+00:00,1145.0,2020-02-29,0 days 02:57:00,DL,2.0,2020-02-29 17:11:00+00:00,DTW,1.0,N323US,7.0,25.0,1336.0,1601.0,2020.0,91843.0
0,1112.0,6.0,1.0,DTW,2020-02-01 14:55:00+00:00,1145.0,2020-02-01,0 days 02:44:00,DL,2.0,2020-02-01 12:11:00+00:00,MIA,1.0,N591NW,7.0,12.0,823.0,1048.0,2020.0,48851.0
1,1510.0,6.0,1.0,DTW,2020-02-01 19:08:00+00:00,1145.0,2020-02-01,0 days 02:45:00,DL,2.0,2020-02-01 16:23:00+00:00,MIA,1.0,N344NW,4.0,17.0,1240.0,1504.0,2020.0,49037.0
161,2112.0,6.0,29.0,FLL,2020-03-01 01:06:00+00:00,1127.0,2020-02-29,0 days 03:00:00,DL,2.0,2020-02-29 22:06:00+00:00,DTW,1.0,N873DN,15.0,22.0,1828.0,2051.0,2020.0,91607.0
162,2334.0,6.0,29.0,FLL,2020-03-01 03:31:00+00:00,1127.0,2020-02-29,0 days 02:54:00,DL,2.0,2020-03-01 00:37:00+00:00,DTW,1.0,N6700,6.0,25.0,2102.0,2325.0,2020.0,91833.0
0,902.0,6.0,1.0,DTW,2020-02-01 12:53:00+00:00,1127.0,2020-02-01,0 days 02:53:00,DL,2.0,2020-02-01 10:00:00+00:00,FLL,1.0,N807DN,5.0,27.0,627.0,848.0,2020.0,49150.0
1,1116.0,6.0,1.0,DTW,2020-02-01 15:05:00+00:00,1127.0,2020-02-01,0 days 02:52:00,DL,2.0,2020-02-01 12:13:00+00:00,FLL,1.0,N6708D,8.0,12.0,825.0,1057.0,2020.0,48168.0
95,1051.0,6.0,29.0,SFO,2020-02-29 17:25:00+00:00,2079.0,2020-02-29,0 days 05:08:00,DL,2.0,2020-02-29 12:17:00+00:00,DTW,1.0,N928DU,6.0,17.0,834.0,1019.0,2020.0,90370.0
96,1810.0,6.0,29.0,SFO,2020-03-01 01:05:00+00:00,2079.0,2020-02-29,0 days 05:13:00,DL,2.0,2020-02-29 19:52:00+00:00,DTW,1.0,N863DN,11.0,19.0,1611.0,1754.0,2020.0,91216.0
0,1439.0,6.0,1.0,DTW,2020-02-01 18:36:00+00:00,2079.0,2020-02-01,0 days 04:35:00,DL,2.0,2020-02-01 14:01:00+00:00,SFO,1.0,N831DN,10.0,16.0,717.0,1426.0,2020.0,48262.0
7,2150.0,1.0,3.0,DTW,2020-02-04 01:21:00+00:00,2079.0,2020-02-03,0 days 04:07:00,DL,2.0,2020-02-03 21:14:00+00:00,SFO,1.0,N814DN,5.0,20.0,1434.0,2116.0,2020.0,54127.0
